ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
US05350V1061,BFFVV54,Avanos Medical Inc.,USD,7109,0.028619,United States,19.6,Health Care,Health Care Equipment & Supplies
US6951271005,B3X26D8,Pacira Biosciences Inc.,USD,4894,0.028548,United States,28.4,Health Care,Pharmaceuticals
US92343X1000,2849193,Verint Systems Inc.,USD,4459,0.028483,United States,31.1,Information Technology,Software
US55272X6076,BMZM2X1,MFA Financial Inc.,USD,12556,0.028472,United States,11.04,Financials,Mortgage Real Estate Investment Trusts (Reits)
US0423157058,BRJ8H91,ARMOUR Residential REIT Inc.,USD,7174,0.028424,United States,19.29,Financials,Mortgage Real Estate Investment Trusts (Reits)
US1925761066,2208426,Cohu Inc.,USD,4374,0.028408,United States,31.62,Information Technology,Semiconductors & Semiconductor Equipment
US68213N1090,2789523,Omnicell Inc.,USD,5005,0.028363,United States,27.59,Health Care,Health Care Equipment & Supplies
US7751331015,2746700,Rogers Corporation,USD,1164,0.028037,United States,117.27,Information Technology,Electronic Equipment Instruments & Components
CA67000B1040,BD8S5H8,Novanta Inc,USD,814,0.028015,United States,167.56,Information Technology,Electronic Equipment Instruments & Components
US4074971064,BF0SR29,Hamilton Lane Incorporated Class A,USD,1223,0.027868,United States,110.94,Financials,Capital Markets
US4104952043,B6TPXR5,Hanmi Financial Corporation,USD,8928,0.027837,United States,15.18,Financials,Banks
BMG9460G1015,BMY0YX0,Valaris Ltd.,USD,1845,0.027804,United States,73.37,Energy,Energy Equipment & Services
US07831C1036,BN70ZC0,BellRing Brands Inc.,USD,2354,0.027802,United States,57.5,Consumer Staples,Personal Care Products
US26210V1026,BL0P090,Driven Brands Holdings Inc.,USD,9106,0.027756,United States,14.84,Industrials,Commercial Services & Supplies
US3715321028,2367101,Genesco Inc.,USD,5011,0.027697,United States,26.91,Consumer Discretionary,Specialty Retail
US1564311082,2186254,Century Aluminum Company,USD,8354,0.027643,United States,16.11,Materials,Metals & Mining
US9180901012,BL989M6,UTZ Brands Inc. Class A,USD,7801,0.02764,United States,17.25,Consumer Staples,Food Products
US5893781089,2144047,Mercury Systems Inc.,USD,4723,0.02758,United States,28.43,Industrials,Aerospace & Defense
US4016171054,2387109,Guess? Inc.,USD,4330,0.027553,United States,30.98,Consumer Discretionary,Specialty Retail
US1699051066,2106780,Choice Hotels International Inc.,USD,1111,0.027541,United States,120.69,Consumer Discretionary,Hotels Restaurants & Leisure
US57776J1007,B3RDWC8,MaxLinear Inc.,USD,5872,0.027378,United States,22.7,Information Technology,Semiconductors & Semiconductor Equipment
US3932221043,B11FJD6,Green Plains Inc.,USD,5689,0.027343,United States,23.4,Energy,Oil Gas & Consumable Fuels
US8962152091,B1XHRL4,TriMas Corporation,USD,5039,0.027303,United States,26.38,Materials,Containers & Packaging
US3793782018,BZCFW78,Global Net Lease Inc,USD,17851,0.027279,United States,7.44,Real Estate,Diversified Reits
US27923Q1094,BM8NHT2,Ecovyst Inc,USD,12364,0.027275,United States,10.74,Materials,Chemicals
US2527843013,B090B96,DiamondRock Hospitality Company,USD,14094,0.027067,United States,9.35,Real Estate,Hotel & Resort Reits
US7476191041,B2QXCJ9,Quanex Building Products Corporation,USD,3486,0.027008,United States,37.72,Industrials,Building Products
US69343T1079,BYNWB63,PJT Partners Inc. Class A,USD,1381,0.026941,United States,94.98,Financials,Capital Markets
US3189161033,2184300,First Bancshares Inc.,USD,5434,0.026932,United States,24.13,Financials,Banks
BMG6359F1370,BK953M8,Nabors Industries Ltd.,USD,1503,0.026889,United States,87.1,Energy,Energy Equipment & Services
US0067391062,B55BN47,Addus HomeCare Corporation,USD,1277,0.026796,United States,102.16,Health Care,Health Care Providers & Services
CA5359194019,BD8NBC0,Lions Gate Entertainment Corp Class A,USD,12696,0.026781,United States,10.27,Communication Services,Entertainment
US12047B1052,BMZ2WT7,Bumble Inc. Class A,USD,11964,0.026564,United States,10.81,Communication Services,Interactive Media & Services
US1630921096,BG6N6K6,Chegg Inc.,USD,18299,0.026535,United States,7.06,Consumer Discretionary,Diversified Consumer Services
US29404K1060,B474ZK7,Envestnet Inc.,USD,2261,0.02648,United States,57.02,Information Technology,Software
US49926D1090,BJTD9L6,Knowles Corp.,USD,8077,0.026478,United States,15.96,Information Technology,Electronic Equipment Instruments & Components
US8536661056,2838306,Standard Motor Products Inc.,USD,3864,0.026318,United States,33.16,Consumer Discretionary,Automobile Components
US8983492047,BN0ZBP7,TrustCo Bank Corp NY,USD,4714,0.026278,United States,27.14,Financials,Banks
JE00BM9HZ112,BM9HZ11,Arcadium Lithium Plc,USD,30457,0.026274,United States,4.2,Materials,Chemicals
US7843051043,2811932,SJW Group,USD,2312,0.026247,United States,55.27,Utilities,Water Utilities
NL0010556684,BCRY5H0,Expro Group Holdings N.V.,USD,6463,0.026244,United States,19.77,Energy,Energy Equipment & Services
US4622601007,BF0DMK7,Iovance Biotherapeutics Inc,USD,9392,0.026236,United States,13.6,Health Care,Biotechnology
US4972661064,2493534,Kirby Corporation,USD,1309,0.026206,United States,97.47,Industrials,Marine Transportation
US00791N1028,BNC2MS6,Advantage Solutions Inc Class A,USD,29737,0.026203,United States,4.29,Communication Services,Media
US3580391056,BS7K7M9,Freshpet Inc,USD,1140,0.026124,United States,111.57,Consumer Staples,Food Products
US1307881029,2165383,California Water Service Group,USD,2766,0.026117,United States,45.97,Utilities,Water Utilities
US87256C1018,BQBBFD1,TKO Group Holdings Inc. Class A,USD,1372,0.025867,United States,91.79,Communication Services,Entertainment
US8641591081,2856289,Sturm Ruger & Company Inc.,USD,2700,0.025815,United States,46.55,Consumer Discretionary,Leisure Products
US5057431042,BJ367P1,Ladder Capital Corp. Class A,USD,11657,0.025811,United States,10.78,Financials,Mortgage Real Estate Investment Trusts (Reits)
US4228191023,2413071,Heidrick & Struggles International Inc.,USD,3858,0.025714,United States,32.45,Industrials,Professional Services
US8754651060,2874582,Tanger Inc.,USD,4556,0.025706,United States,27.47,Real Estate,Retail Reits
US4052171000,2492337,Hain Celestial Group Inc.,USD,18018,0.025684,United States,6.94,Consumer Staples,Food Products
US4937321010,2746982,Kforce Inc.,USD,1834,0.025612,United States,67.99,Industrials,Professional Services
US2976021046,2320825,Ethan Allen Interiors Inc.,USD,3828,0.02553,United States,32.47,Consumer Discretionary,Household Durables
US1547604090,2230946,Central Pacific Financial Corp.,USD,6433,0.025515,United States,19.31,Financials,Banks
GB00BYMT0J19,BYMT0J1,LivaNova Plc,USD,2331,0.02549,United States,53.24,Health Care,Health Care Equipment & Supplies
US1263491094,2210885,CSG Systems International Inc.,USD,2514,0.025472,United States,49.33,Industrials,Professional Services
US0240131047,B3NTLD4,American Assets Trust Inc.,USD,5940,0.02545,United States,20.86,Real Estate,Diversified Reits
US3023011063,2326287,EZCORP Inc. Class A,USD,11563,0.025436,United States,10.71,Financials,Consumer Finance
US0235761014,BKDSMB5,Amerant Bancorp Inc. Class A,USD,5575,0.025421,United States,22.2,Financials,Banks
US03763A2078,BX3SQS1,Astrana Health Inc.,USD,2990,0.025419,United States,41.39,Health Care,Health Care Providers & Services
US92511U1025,BFXX5X8,Verra Mobility Corp. Class A,USD,5047,0.025315,United States,24.42,Industrials,Professional Services
US89785X1019,2519849,TrueBlue Inc.,USD,10275,0.025304,United States,11.99,Industrials,Professional Services
BMG667211046,B9CGTC3,Norwegian Cruise Line Holdings Ltd.,USD,6533,0.025267,United States,18.83,Consumer Discretionary,Hotels Restaurants & Leisure
IE00B56GVS15,B3P6D26,Alkermes Public Limited Company,USD,4759,0.025229,United States,25.81,Health Care,Biotechnology
US9224171002,2938422,Veeco Instruments Inc.,USD,3561,0.025183,United States,34.43,Information Technology,Semiconductors & Semiconductor Equipment
US08579X1019,BF01Q65,Berry Corporation,USD,14177,0.025159,United States,8.64,Energy,Oil Gas & Consumable Fuels
US92243G1085,BKPVGH6,Vaxcyte Inc.,USD,1932,0.025143,United States,63.36,Health Care,Biotechnology
US64111Q1040,2688363,NETGEAR Inc.,USD,7972,0.025069,United States,15.31,Information Technology,Communications Equipment
US27616P1030,BVSS693,Easterly Government Properties Inc,USD,10755,0.025051,United States,11.34,Real Estate,Office Reits
US4663671091,2344922,Jack in the Box Inc.,USD,1946,0.024981,United States,62.5,Consumer Discretionary,Hotels Restaurants & Leisure
US22766M1099,BK0XBX8,CrossFirst Bankshares Inc.,USD,9319,0.024902,United States,13.01,Financials,Banks
US1630861011,B63RTD5,Chefs' Warehouse Inc.,USD,3506,0.024592,United States,34.15,Consumer Staples,Consumer Staples Distribution & Retail
US5730751089,2568357,Marten Transport Ltd.,USD,6656,0.024581,United States,17.98,Industrials,Ground Transportation
US1417881091,BF5D6S8,CarGurus Inc. Class A,USD,5221,0.024504,United States,22.85,Communication Services,Interactive Media & Services
US88830R1014,B29H3T5,Titan Machinery Inc.,USD,5038,0.024473,United States,23.65,Industrials,Trading Companies & Distributors
US92240M1080,2515803,Vector Group Ltd.,USD,11536,0.024405,United States,10.3,Consumer Staples,Tobacco
US7616241052,2063670,REX American Resources Corporation,USD,2048,0.024398,United States,58,Energy,Oil Gas & Consumable Fuels
US25787G1004,BYND5T7,Donnelley Financial Solutions Inc.,USD,1954,0.024269,United States,60.47,Financials,Capital Markets
US0231398845,B7ZKH46,Ambac Financial Group Inc.,USD,7229,0.024188,United States,16.29,Financials,Insurance
US1244111092,BD5G2C9,Byline Bancorp Inc.,USD,5667,0.024141,United States,20.74,Financials,Banks
BMG6331P1041,B5Q3KZ2,Alpha and Omega Semiconductor Limited,USD,5141,0.024076,United States,22.8,Information Technology,Semiconductors & Semiconductor Equipment
US05589G1022,BKTPCS7,BRP Group Inc. Class A,USD,4268,0.024046,United States,27.43,Financials,Insurance
US45867G1013,2465737,InterDigital Inc.,USD,1221,0.024021,United States,95.78,Information Technology,Software
US29788T1034,BM9NG38,E2open Parent Holdings Inc. Class A,USD,27559,0.024001,United States,4.24,Information Technology,Software
US0298991011,2267171,American States Water Company,USD,1648,0.023796,United States,70.3,Utilities,Water Utilities
US18452B2097,BJDRX78,Cleanspark Inc.,USD,7290,0.023793,United States,15.89,Information Technology,Software
US6988131024,2696117,Papa John's International Inc.,USD,1793,0.02371,United States,64.38,Consumer Discretionary,Hotels Restaurants & Leisure
US91359V1070,2912374,Universal Insurance Holdings Inc.,USD,5979,0.023677,United States,19.28,Financials,Insurance
US40171V1008,B7JYSG3,Guidewire Software Inc.,USD,998,0.02358,United States,115.03,Information Technology,Software
US05370A1088,BMWHPY1,Avidity Biosciences Inc,USD,4844,0.02357,United States,23.69,Health Care,Biotechnology
US49428J1097,BRKFN59,Kimball Electronics Inc.,USD,5346,0.023564,United States,21.46,Information Technology,Electronic Equipment Instruments & Components
US5635714059,BDFCGV4,Manitowoc Company Inc.,USD,8379,0.023544,United States,13.68,Industrials,Machinery
IE00BKYC3F77,BKYC3F7,Cimpress Plc,USD,1199,0.023534,United States,95.56,Industrials,Commercial Services & Supplies
US0545402085,BD420Q8,Axcelis Technologies Inc.,USD,1093,0.023451,United States,104.46,Information Technology,Semiconductors & Semiconductor Equipment
US7433121008,2705198,Progress Software Corporation,USD,2219,0.023272,United States,51.06,Information Technology,Software
US4202611095,2415594,Hawkins Inc.,USD,1481,0.023246,United States,76.42,Materials,Chemicals
US9406101082,2942025,Washington Trust Bancorp Inc.,USD,4488,0.023193,United States,25.16,Financials,Banks
US2041491083,2706470,Community Trust Bancorp Inc.,USD,2763,0.023155,United States,40.8,Financials,Banks
US7495271071,BDRW1P1,REV Group Inc.,USD,4885,0.023108,United States,23.03,Industrials,Machinery
US5021751020,2498788,LTC Properties Inc.,USD,3569,0.023091,United States,31.5,Real Estate,Health Care Reits
US19459J1043,BX7RSN3,Collegium Pharmaceutical Inc.,USD,2857,0.023062,United States,39.3,Health Care,Pharmaceuticals
US26154D1000,BMFZ3F9,Dream Finders Homes Inc. Class A,USD,2664,0.023053,United States,42.13,Consumer Discretionary,Household Durables
US60471A1016,BMG3PQ7,Mirion Technologies Inc. Class A,USD,10221,0.022988,United States,10.95,Information Technology,Electronic Equipment Instruments & Components
US9396531017,2942304,Elme Communities,USD,8145,0.022953,United States,13.72,Real Estate,Residential Reits
US45174J5092,BJVR9Y9,iHeartMedia Inc. Class A,USD,52427,0.022937,United States,2.13,Communication Services,Media
US92852X1037,BMBX3P7,Vitesse Energy Inc.,USD,4739,0.022826,United States,23.45,Energy,Oil Gas & Consumable Fuels
US2505651081,BJ9J282,Designer Brands Inc. Class A,USD,11146,0.022802,United States,9.96,Consumer Discretionary,Specialty Retail
US8170705011,2781626,Seneca Foods Corporation Class A,USD,1953,0.022733,United States,56.67,Consumer Staples,Food Products
US3208661062,B016HX8,First Mid Bancshares Inc.,USD,3548,0.02273,United States,31.19,Financials,Banks
US88830M1027,2890265,Titan International Inc.,USD,8914,0.022667,United States,12.38,Industrials,Machinery
US30050B1017,BYLY8H1,Evolent Health Inc Class A,USD,3676,0.022508,United States,29.81,Health Care,Health Care Technology
US8308791024,2814210,SkyWest Inc,USD,1605,0.022407,United States,67.97,Industrials,Airlines
US81282V1008,B84KWJ4,United Parks & Resorts Inc.,USD,1992,0.022405,United States,54.76,Consumer Discretionary,Hotels Restaurants & Leisure
US45774W1080,2325875,Insteel Industries Inc.,USD,2948,0.022246,United States,36.74,Industrials,Building Products
US5985111039,2987178,MidWestOne Financial Group Inc.,USD,4812,0.022238,United States,22.5,Financials,Banks
US26856L1035,BDDQ975,e.l.f. Beauty Inc.,USD,665,0.0222,United States,162.53,Consumer Staples,Personal Care Products
US3906071093,B1LDZK9,Great Lakes Dredge & Dock Corporation,USD,12720,0.022103,United States,8.46,Industrials,Construction & Engineering
US77634L1052,BP2S437,R1 RCM Inc,USD,8517,0.022077,United States,12.62,Health Care,Health Care Providers & Services
US6323071042,BYQRG48,Natera Inc.,USD,1162,0.022044,United States,92.36,Health Care,Biotechnology
US48716P1084,BY3H7G0,Kearny Financial Corp.,USD,17058,0.022038,United States,6.29,Financials,Banks
US1321521098,2183062,Cambridge Bancorp,USD,1677,0.022024,United States,63.94,Financials,Banks
US66611T1088,B8NB2R6,Northfield Bancorp Inc.,USD,11532,0.021981,United States,9.28,Financials,Banks
US14174T1079,BMP8TL6,CareTrust REIT Inc.,USD,4425,0.021977,United States,24.18,Real Estate,Health Care Reits
US4269271098,2503916,Heritage Commerce Corp,USD,13082,0.021953,United States,8.17,Financials,Banks
US05875B1061,BLKFX02,Bally's Corporation,USD,7820,0.021844,United States,13.6,Consumer Discretionary,Hotels Restaurants & Leisure
US5873761044,2620257,Mercantile Bank Corporation,USD,2872,0.021844,United States,37.03,Financials,Banks
MHY2106R1100,BM4QJF5,Dorian LPG Ltd.,USD,2661,0.021753,United States,39.8,Energy,Oil Gas & Consumable Fuels
US3438731057,2360111,Flushing Financial Corporation,USD,8679,0.021748,United States,12.2,Financials,Banks
US0144911049,B827VB2,Alexander & Baldwin Inc.,USD,6638,0.021679,United States,15.9,Real Estate,Diversified Reits
US4538386099,2492133,Independent Bank Corporation,USD,4352,0.021659,United States,24.23,Financials,Banks
US0412421085,BMH73N1,ARKO Corp,USD,20635,0.021616,United States,5.1,Consumer Discretionary,Specialty Retail
US76029L1008,BK5TLP3,Repay Holdings Corp. Class A,USD,10378,0.021593,United States,10.13,Financials,Financial Services
US4474621020,B018V76,Huron Consulting Group Inc.,USD,1118,0.021547,United States,93.83,Industrials,Professional Services
US81730H1095,BP7L1B8,SentinelOne Inc. Class A,USD,4795,0.021529,United States,21.86,Information Technology,Software
US81617J3014,BDHSLL5,Select Water Solutions Inc. Class A,USD,11225,0.021511,United States,9.33,Energy,Energy Equipment & Services
US2927651040,BH3T5K7,Enerpac Tool Group Corp Class A,USD,3001,0.021469,United States,34.83,Industrials,Machinery
US86881A1007,BYTC1B2,Surgery Partners Inc.,USD,3861,0.021452,United States,27.05,Health Care,Health Care Providers & Services
US5582561032,BN71J76,Madison Square Garden Entertainment Corp.,USD,2655,0.021415,United States,39.27,Communication Services,Entertainment
US5186132032,BYMYT66,Laureate Education Inc.,USD,7135,0.021382,United States,14.59,Consumer Discretionary,Diversified Consumer Services
US8190471016,BV0LCR0,Shake Shack Inc. Class A,USD,1036,0.021349,United States,100.33,Consumer Discretionary,Hotels Restaurants & Leisure
US19247A1007,B02H882,Cohen & Steers Inc.,USD,1421,0.021344,United States,73.13,Financials,Capital Markets
US78646V1070,BMDBB99,Safehold Inc.,USD,5283,0.021312,United States,19.64,Real Estate,Specialized Reits
US9103401082,B4WXG84,United Fire Group Inc.,USD,4818,0.021276,United States,21.5,Financials,Insurance
US29332G1022,BQFMQ93,Enhabit Inc,USD,9577,0.021264,United States,10.81,Health Care,Health Care Providers & Services
US5663241090,BFWGXV2,Marcus & Millichap Inc.,USD,3089,0.021236,United States,33.47,Real Estate,Real Estate Management & Development
US13100M5094,B3S4L67,Calix Inc.,USD,3305,0.021214,United States,31.25,Information Technology,Communications Equipment
US58844R1086,BYZ1PQ6,Merchants Bancorp,USD,2472,0.021203,United States,41.76,Financials,Financial Services
US5771281012,2568090,Matthews International Corporation Class A,USD,3654,0.02118,United States,28.22,Industrials,Commercial Services & Supplies
US3202181000,2362515,First Financial Corporation,USD,2811,0.021161,United States,36.65,Financials,Banks
CH0334081137,BDHF4K6,CRISPR Therapeutics AG,USD,1581,0.021127,United States,65.06,Health Care,Biotechnology
US5917741044,BDBRDR8,Metropolitan Bank Holding Corp.,USD,2871,0.021076,United States,35.74,Financials,Banks
US12326C1053,BF5HDJ0,Business First Bancshares Inc.,USD,4916,0.021043,United States,20.84,Financials,Banks
US8901101092,2888613,Tompkins Financial Corporation,USD,2157,0.021022,United States,47.45,Financials,Banks
US4491721050,B7LG306,Hyster-Yale Materials Handling Inc. Class A,USD,1610,0.021019,United States,63.56,Industrials,Machinery
US78377T1079,B8QV5C9,Ryman Hospitality Properties Inc.,USD,895,0.021012,United States,114.3,Real Estate,Hotel & Resort Reits
BMG9001E1021,BD9Q3P5,Liberty Latin America Ltd. Class A,USD,14000,0.020934,United States,7.28,Communication Services,Diversified Telecommunication Services
US7046991078,2307732,Peapack-Gladstone Financial Corporation,USD,4289,0.020923,United States,23.75,Financials,Banks
US30214U1025,2330318,Exponent Inc.,USD,1279,0.020743,United States,78.96,Industrials,Professional Services
US74347M1080,BYXR9C0,ProPetro Holding Corp.,USD,11908,0.020741,United States,8.48,Energy,Energy Equipment & Services
US50077B2079,2512149,Kratos Defense & Security Solutions Inc.,USD,5724,0.020739,United States,17.64,Industrials,Aerospace & Defense
US30069T1016,BN2QTD2,Excelerate Energy Inc. Class A,USD,6631,0.020661,United States,15.17,Energy,Oil Gas & Consumable Fuels
US30034T1034,BYV34V4,Everi Holdings Inc.,USD,10641,0.020654,United States,9.45,Consumer Discretionary,Hotels Restaurants & Leisure
US25271C2017,BN0W664,Diamond Offshore Drilling Inc,USD,7063,0.020586,United States,14.19,Energy,Energy Equipment & Services
US3742971092,2698146,Getty Realty Corp.,USD,3735,0.020583,United States,26.83,Real Estate,Retail Reits
US9116841084,2918996,United States Cellular Corp,USD,2778,0.020558,United States,36.03,Communication Services,Wireless Telecommunication Services
US69318J1007,2157175,PC Connection Inc.,USD,1539,0.020553,United States,65.02,Information Technology,Electronic Equipment Instruments & Components
US1330341082,2116659,Camden National Corporation,USD,3220,0.020536,United States,31.05,Financials,Banks
US2681582019,BRJZSK0,Dynavax Technologies Corporation,USD,8275,0.020532,United States,12.08,Health Care,Biotechnology
US25401T6038,BPW6ZP0,DigitalBridge Group Inc. Class A,USD,5406,0.020342,United States,18.32,Real Estate,Real Estate Management & Development
US10949T1097,BN7VBP8,BrightSpire Capital Inc,USD,15196,0.020319,United States,6.51,Financials,Mortgage Real Estate Investment Trusts (Reits)
US3462321015,BF16ZX9,Forestar Group Inc.,USD,2558,0.02026,United States,38.56,Real Estate,Real Estate Management & Development
US85256A1097,BM8BPB4,Stagwell Inc. Class A,USD,16971,0.020218,United States,5.8,Communication Services,Media
US67059N1081,BYQBFT8,Nutanix Inc. Class A,USD,1540,0.020168,United States,63.76,Information Technology,Software
US62945V1098,BF5ZVB2,NV5 Global Inc,USD,1021,0.020088,United States,95.79,Industrials,Professional Services
US4489475073,2757304,IDT Corporation Class B,USD,2619,0.020011,United States,37.2,Communication Services,Diversified Telecommunication Services
US29460X1090,BYZG9Q9,Equity Bancshares Inc. Class A,USD,2952,0.020009,United States,33,Financials,Banks
US85512C1053,2766399,Star Group LP,USD,9361,0.019996,United States,10.4,Utilities,Gas Utilities
US48251K1007,BF0YMC2,KKR Real Estate Finance Trust Inc.,USD,9875,0.019816,United States,9.77,Financials,Mortgage Real Estate Investment Trusts (Reits)
US87043Q1085,BMQ89L5,Sweetgreen Inc. Class A,USD,4017,0.019785,United States,23.98,Consumer Discretionary,Hotels Restaurants & Leisure
US71375U1016,2442547,Perficient Inc.,USD,1819,0.019652,United States,52.6,Information Technology,It Services
US21044C1071,BDT5M66,Construction Partners Inc. Class A,USD,1703,0.019641,United States,56.15,Industrials,Construction & Engineering
US69753M1053,BJYLZK6,Palomar Holdings Inc.,USD,1182,0.019558,United States,80.56,Financials,Insurance
US3909051076,2387002,Great Southern Bancorp Inc.,USD,1809,0.019496,United States,52.47,Financials,Banks
US1489291021,BRBD9F4,CAVA Group Inc.,USD,1498,0.019486,United States,63.33,Consumer Discretionary,Hotels Restaurants & Leisure
US0565251081,2069128,Badger Meter Inc.,USD,608,0.019459,United States,155.82,Information Technology,Electronic Equipment Instruments & Components
US8036071004,B8DPDT7,Sarepta Therapeutics Inc.,USD,749,0.019352,United States,125.79,Health Care,Biotechnology
US4660321096,2469171,J & J Snack Foods Corp.,USD,672,0.019307,United States,139.88,Consumer Staples,Food Products
US6496048405,BR4NQJ4,New York Mortgage Trust Inc.,USD,12938,0.019134,United States,7.2,Financials,Mortgage Real Estate Investment Trusts (Reits)
US18539C1053,BGJRH35,Clearway Energy Inc. Class A,USD,4250,0.019091,United States,21.87,Utilities,Independent Power And Renewable Electricity Producers
US09180C1062,2200552,BJ's Restaurants Inc.,USD,2696,0.019082,United States,34.46,Consumer Discretionary,Hotels Restaurants & Leisure
US45667G1031,B1YB5Y4,Infinera Corporation,USD,15572,0.019031,United States,5.95,Information Technology,Communications Equipment
US46269C1027,B2QH310,Iridium Communications Inc.,USD,3662,0.018962,United States,25.21,Communication Services,Diversified Telecommunication Services
US9778521024,BMBVND9,Wolfspeed Inc,USD,3401,0.01891,United States,27.07,Information Technology,Semiconductors & Semiconductor Equipment
US82452J1097,BLF0L75,Shift4 Payments Inc. Class A,USD,1399,0.018908,United States,65.8,Financials,Financial Services
US25862V1052,BMDX9Z7,DoubleVerify Holdings Inc.,USD,2769,0.018882,United States,33.2,Information Technology,Software
US9132591077,2925037,Unitil Corporation,USD,1810,0.01883,United States,50.65,Utilities,Multi-Utilities
US9292361071,2944742,WD-40 Company,USD,364,0.018827,United States,251.82,Consumer Staples,Household Products
US74758T3032,B7XJTN8,Qualys Inc.,USD,558,0.018781,United States,163.87,Information Technology,Software
US6802771005,2658429,Old Second Bancorp Inc.,USD,6747,0.018778,United States,13.55,Financials,Banks
US55955D1000,BLPNRR6,Magnite Inc.,USD,9262,0.018739,United States,9.85,Communication Services,Media
US09227Q1004,2458878,Blackbaud Inc.,USD,1288,0.018733,United States,70.81,Information Technology,Software
US82836G1022,BDGKSC2,SilverBow Resources Inc,USD,2684,0.0187,United States,33.92,Energy,Oil Gas & Consumable Fuels
US2183521028,B00SCY1,Corcept Therapeutics Incorporated.,USD,3627,0.018662,United States,25.05,Health Care,Pharmaceuticals
US31983A1034,2648710,First Community Bankshares Inc,USD,2760,0.018611,United States,32.83,Financials,Banks
US9858171054,B7KCD72,Yelp Inc,USD,2254,0.018593,United States,40.16,Communication Services,Interactive Media & Services
US30190A1043,BM9XCN0,F&G Annuities & Life Inc,USD,2198,0.018591,United States,41.18,Financials,Insurance
US5494981039,BP0TR77,Lucid Group Inc.,USD,34119,0.018571,United States,2.65,Consumer Discretionary,Automobiles
US8969452015,B6ZC3N6,TripAdvisor Inc.,USD,3331,0.018514,United States,27.06,Communication Services,Interactive Media & Services
US71601V1052,BNRQM83,Petco Health & Wellness Company Inc. Class A,USD,46098,0.018463,United States,1.95,Consumer Discretionary,Specialty Retail
US17243V1026,B1W7RQ0,Cinemark Holdings Inc.,USD,4786,0.018442,United States,18.76,Communication Services,Entertainment
US03748R7474,BN2W9T6,Apartment Investment & Management Co Class A,USD,11402,0.018431,United States,7.87,Real Estate,Residential Reits
US64119V3033,BMFLYL0,NETSTREIT Corp.,USD,5101,0.018398,United States,17.56,Real Estate,Retail Reits
US2074101013,2216010,CONMED Corporation,USD,1150,0.018396,United States,77.88,Health Care,Health Care Equipment & Supplies
US00486H1059,BPLJ828,ADTRAN Holdings Inc.,USD,17434,0.01837,United States,5.13,Information Technology,Communications Equipment
US41165Y1001,BK1KX10,HarborOne Bancorp Inc,USD,9160,0.018363,United States,9.76,Financials,Banks
US3810131017,BYNH8R8,Golden Entertainment Inc.,USD,2472,0.018304,United States,36.05,Consumer Discretionary,Hotels Restaurants & Leisure
US44951W1062,BD978B9,IES Holdings Inc.,USD,707,0.01829,United States,125.95,Industrials,Construction & Engineering
US8968181011,2893071,Triumph Group Inc.,USD,6221,0.018285,United States,14.31,Industrials,Aerospace & Defense
US59540G1076,2618348,Mid Penn Bancorp Inc.,USD,4490,0.018279,United States,19.82,Financials,Banks
US6284641098,2613086,Myers Industries Inc.,USD,4018,0.018231,United States,22.09,Materials,Containers & Packaging
US00847X1046,BCBVTX1,Agios Pharmaceuticals Inc.,USD,3166,0.018156,United States,27.92,Health Care,Biotechnology
US7602812049,2277114,Republic Bancorp Inc. Class A,USD,1762,0.018121,United States,50.07,Financials,Banks
US53220K5048,2501578,Ligand Pharmaceuticals Incorporated,USD,1130,0.018099,United States,77.98,Health Care,Pharmaceuticals
US4583341098,2473150,Inter Parfums Inc.,USD,671,0.018092,United States,131.27,Consumer Staples,Personal Care Products
US05580M1080,BSKS2D6,B. Riley Financial Inc.,USD,3811,0.01809,United States,23.11,Financials,Capital Markets
US78463M1071,B57VWJ3,SPS Commerce Inc.,USD,502,0.018019,United States,174.76,Information Technology,Software
US8753722037,BF3W461,Tandem Diabetes Care Inc.,USD,2641,0.017993,United States,33.17,Health Care,Health Care Equipment & Supplies
US12618T1051,2240622,CRA International Inc.,USD,597,0.017951,United States,146.39,Industrials,Professional Services
US2090341072,B07LSQ7,Consolidated Communications Holdings Inc.,USD,20261,0.017936,United States,4.31,Communication Services,Diversified Telecommunication Services
US70975L1070,BZ0V201,Penumbra Inc.,USD,405,0.017923,United States,215.46,Health Care,Health Care Equipment & Supplies
US92242T1016,BQS2V17,V2X Inc,USD,1889,0.017914,United States,46.17,Industrials,Aerospace & Defense
US3096271073,B019BK2,Farmers National Banc Corp.,USD,6745,0.017886,United States,12.91,Financials,Banks
US03062T1051,2813961,America's Car-Mart Inc.,USD,1481,0.017838,United States,58.64,Consumer Discretionary,Specialty Retail
US9898171015,B081QB7,Zumiez Inc.,USD,6119,0.017797,United States,14.16,Consumer Discretionary,Specialty Retail
US5544891048,2192314,Veris Residential Inc.,USD,6010,0.017776,United States,14.4,Real Estate,Residential Reits
US7437131094,B6T6J81,Proto Labs Inc.,USD,2540,0.017722,United States,33.97,Industrials,Machinery
US00108J1097,BF5C2N2,ACM Research Inc. Class A,USD,2811,0.017673,United States,30.61,Information Technology,Semiconductors & Semiconductor Equipment
US2041661024,B142B38,Commvault Systems Inc.,USD,861,0.017616,United States,99.61,Information Technology,Software
US74767V1098,BMC73Z8,QuantumScape Corporation Class A,USD,14509,0.017583,United States,5.9,Consumer Discretionary,Automobile Components
